1,C001,B037,1,1,P00001,4806524343717,3 In 1 Coffee,pcs,500,grm,120.00,10.00,110.00,,Vatable,0.00,0.00,0.00,Injoy 3 In 1 Coffee 500 grm (PCS)
2,C001,,1,1,P00002,,Garlic,kg,1000,grm,110.00,110.00,0.00,,Vatable,0.00,0.00,0.00,Garlic 1000 grm (KG)
3,C001,B090,1,1,P00003,4801958240007,Seasoning,pcs,100,grm,30.00,30.00,0.00,,Vatable,0.00,0.00,0.00,Aji-no-moto Seasoning 100 grm (PCS)
4,C001,B090,1,1,P00004,4801958146002,Seasoning,pcs,50,grm,16.00,16.00,0.00,,Vatable,0.00,0.00,0.00,Aji-no-moto Seasoning 50 grm (PCS)
5,C001,B090,1,1,P00005,4801958341100,Seasoning,pck,11,grm,65.00,65.00,0.00,,Vatable,0.00,0.00,0.00,Aji-no-moto Seasoning 11 grm (PCK)
6,C001,B090,1,1,P00006,,Seasoning,pcs,11,grm,4.00,4.00,0.00,,Vatable,0.00,0.00,0.00,Aji-no-moto Seasoning 11 grm (PCS)
7,C001,B090,1,1,P00007,4801958706008,Garlic,pcs,18,grm,10.00,10.00,0.00,,Vatable,0.00,0.00,0.00,Aji-no-moto Garlic 18 grm (PCS)
8,C001,B090,1,1,P00008,4801958705001,Pepper,pcs,18,grm,10.00,10.00,0.00,,Vatable,0.00,0.00,0.00,Aji-no-moto Pepper 18 grm (PCS)
9,C001,B001,1,1,P00009,4800575140370,Evaporated Milk,cn,360,ml,37.00,37.00,0.00,,Vatable,0.00,0.00,0.00,Alaska Evaporated Milk 360 ml (CN)
10,C001,B001,1,1,P00010,4800575140158,Evaporated Milk,cn,140,ml,23.00,23.00,0.00,,Vatable,0.00,0.00,0.00,Alaska Evaporated Milk 140 ml (CN)
11,C001,B039,1,1,P00011,4806516763639,All Purpose Cream,pcs,250,ml,49.00,49.00,0.00,,Vatable,0.00,0.00,0.00,Jersey All Purpose Cream 250 ml (PCS)
12,C001,B064,1,1,P00012,4800361061322,All Purpose Cream,pcs,250,ml,75.00,75.00,0.00,,Vatable,0.00,0.00,0.00,Nestle All Purpose Cream 250 ml (PCS)
13,C001,,1,1,P00013,4800575884502,Alpine,cn,140,ml,39.00,39.00,0.00,,Vatable,0.00,0.00,0.00,Alpine 140 ml (CN)
14,C001,B003,1,1,P00014,748485400716,Evaporated Milk,pcs,410,ml,34.00,34.00,0.00,,Vatable,0.00,0.00,0.00,Angel Evaporated Milk 410 ml (PCS)
15,C001,B003,1,1,P00015,748485401225,Kremdensada,pcs,410,ml,65.00,65.00,0.00,,Vatable,0.00,0.00,0.00,Angel Kremdensada 410 ml (PCS)
16,C001,B059,1,1,P00016,4806510074724,Annatto Ground,pcs,3,grm,10.00,2.10,7.90,,Vatable,0.00,0.00,0.00,MC Annatto Ground 3 grm (PCS)
17,C001,,1,1,P00017,,Apa,pck,100,pcs,70.00,10.00,60.00,,Vatable,0.00,0.00,0.00,Apa 100 pcs (PCK)
18,C001,,1,1,P00018,,Apa ,pck,50,pcs,35.00,5.00,30.00,,Vatable,0.00,0.00,0.00,Apa 50 pcs (PCK)
19,C001,,1,1,P00019,,Astuete Liso,pcs,20,grm,20.00,20.00,0.00,,Vatable,0.00,0.00,0.00,Astuete Liso 20 grm (PCS)
20,C001,,1,1,P00020,,Astuete Powder,pcs,30,grm,20.00,20.00,0.00,,Vatable,0.00,0.00,0.00,Astuete Powder 30 grm (PCS)
21,C001,,1,1,P00021,,Atsuete Liso,kg,250,grm,150.00,150.00,0.00,,Vatable,0.00,0.00,0.00,Atsuete Liso 250 grm (KG)
22,C001,,1,1,P00022,4804888884853,Bacon Bossing ,pcs,230,grm,110.00,6.00,104.00,,Vatable,0.00,109.00,3.00,Bacon Bossing 230 grm (PCS)
23,C001,B050,1,1,P00023,,Bacon Reg,pck,160,grm,80.00,12.00,68.00,,Vatable,0.00,75.00,3.00,LLZ Bacon Reg 160 grm (PCK)
24,C001,,1,1,P00024,4806532491233,Bacon Reg,pcs,160,grm,80.00,80.00,0.00,,Vatable,0.00,75.00,3.00,Bacon Reg 160 grm (PCS)
25,C001,B048,1,1,P00025,4800888290281,Bacon Spread,pcs,220,ml,108.00,108.00,0.00,,Vatable,0.00,0.00,0.00,Lc Bacon Spread 220 ml (PCS)
26,C001,,1,1,P00026,4800088210348,Bacon Virginia,pcs,200,grm,145.00,20.00,125.00,,Vatable,0.00,140.00,3.00,Bacon Virginia 200 grm (PCS)
27,C001,,1,1,P00027,,Baking Soda,pcs,30,grm,10.00,10.00,0.00,,Vatable,0.00,0.00,0.00,Baking Soda 30 grm (PCS)
28,C001,,1,1,P00028,,Baking Soda,pcs,250,grm,25.00,25.00,0.00,,Vatable,0.00,0.00,0.00,Baking Soda 250 grm (PCS)
29,C001,B059,1,1,P00029,052100088952,Banana Flavor,pcs,20,ml,65.00,65.00,0.00,,Vatable,0.00,0.00,0.00,MC Banana Flavor 20 ml (PCS)
30,C001,B083,1,1,P00030,014285003656,Banana Catsup,pcs,200,grm,22.00,22.00,0.00,,Vatable,0.00,0.00,0.00,Ufc Banana Catsup 200 grm (PCS)
31,C001,B004,1,1,P00031,5711953174841,Barista Milk,pcs,1000,ml,105.00,15.00,90.00,,Vatable,0.00,0.00,0.00,Arla Barista Milk 1000 ml (PCS)
32,C001,B059,1,1,P00032,052100009803,Basil Leaves Wholes,pcs,9,grm,85.00,85.00,0.00,,Vatable,0.00,0.00,0.00,MC Basil Leaves Wholes 9 grm (PCS)
33,C001,B057,1,1,P00033,4806534280446,Bbq Marinated,pcs,350,ml,95.00,8.00,87.00,,Vatable,0.00,0.00,0.00,Mama Sita Bbq Marinated 350 ml (PCS)
34,C001,B057,1,1,P00034,4806512022051,Bbq Marinated,pcs,150,ml,40.00,40.00,0.00,,Vatable,0.00,0.00,0.00,Mama Sita Bbq Marinated 150 ml (PCS)
35,C001,,1,1,P00035,,Bbq Powder,pcs,30,grm,10.00,10.00,0.00,,Vatable,0.00,0.00,0.00,Bbq Powder 30 grm (PCS)
36,C001,,1,1,P00036,4806533700020,Bbq Powder,pcs,200,grm,40.00,40.00,0.00,,Vatable,0.00,37.00,5.00,Bbq Powder 200 grm (PCS)
37,C001,B045,1,1,P00037,4800888602732,Beef,pcs,,,7.00,2.00,5.00,,Vatable,0.00,0.00,0.00,Knorr Beef (PCS)
38,C001,,1,1,P00038,,Beef Cubes,kg,1000,grm,430.00,65.00,365.00,,Vatable,0.00,0.00,0.00,Beef Cubes 1000 grm (KG)
39,C001,,1,1,P00039,,Beef Ginaling,kg,1000,grm,430.00,65.00,365.00,,Vatable,0.00,0.00,0.00,Beef Ginaling 1000 grm (KG)
40,C001,B084,1,1,P00040,4800088218030,Beef Pepperoni,kg,1000,grm,350.00,350.00,0.00,,Vatable,0.00,0.00,0.00,Virginia Beef Pepperoni 1000 grm (KG)
41,C001,B084,1,1,P00041,,Beef Pepperoni,kg,250,grm,90.00,90.00,0.00,,Vatable,0.00,0.00,0.00,Virginia Beef Pepperoni 250 grm (KG)
42,C001,B050,1,1,P00042,,Beef Tapa,pck,170,grm,65.00,7.00,58.00,,Vatable,0.00,63.00,3.00,LLZ Beef Tapa 170 grm (PCK)
43,C001,,1,1,P00043,4808887303117,Beefies W/Cheese 1Kl,pck,1000,grm,175.00,175.00,0.00,,Vatable,0.00,0.00,0.00,Beefies W/Cheese 1Kl 1000 grm (PCK)
44,C001,,1,1,P00044,,Best Food Mayo 1/2 kg,pcs,500,grm,80.00,80.00,0.00,,Vatable,0.00,0.00,0.00,Best Food Mayo 1/2 kg 500 grm (PCS)
